depo_kod;urun_kod;stok
9002;1029343;447
9002;1029344;419
9002;1029345;116
9002;1029346;570
9002;1029347;451
9002;1029349;131
9002;1029350;546
9002;1029351;378
9002;1029353;241
9002;1029355;140
9002;1029360;11
9002;1029363;20
9002;1029366;217
9002;1029367;83
9002;1029368;6
9002;1029369;285
9002;1029400;433
9002;1029401;300
9002;1029402;171
9002;1029403;26435
9002;1029415;288
9002;1029432;45
9002;1029433;28
9002;1029437;22
9002;1029445;415
9002;1029446;272
9002;1029447;1103
9002;1029489;23
9002;1029499;1092
9002;1029512;31
9002;1029515;39
9002;1029525;144
9002;1029526;180
9002;1029527;240
9002;1029528;119
9002;1029529;16
9002;1029536;312
9002;1029538;114
9002;1029539;151
9002;1029576;2
9002;1029581;38
9002;1029582;67
9002;1029583;25
9002;1029584;107
9002;1029585;90
9002;1029586;1
9002;1029611;1
9002;1029612;1036
9002;1029621;36
9002;1029622;32
9002;1029733;80
9002;1029735;160
9002;1029736;31
9002;1029739;764
9002;1029752;38
9002;1029773;289
9002;1029778;23
9002;1029780;9
9002;1029781;53
9002;1029782;1
9002;1029784;750
9002;1029785;120
9002;1029788;210
9002;1029816;567
9002;1029817;613
9002;1029818;72
9002;1029820;421
9002;1029828;8
9002;1029829;7
9002;1029830;247
9002;1029832;158
9002;1029834;5
9002;1029836;120
9002;1029853;309
9002;1029854;188
9002;1029871;2384
9002;1029882;2
9002;1029885;646
9002;1029895;1735
9002;1029896;981
9002;1029899;1084
9002;1029918;7
9002;1029971;26
9002;1029972;92
9002;1029974;73
9002;1029975;5
9002;1029981;9
9002;1029985;2
9002;1029986;108
9002;1029988;148
9002;1029989;12
9002;1029990;72
9002;1029991;144
9002;1029998;350
9002;1029999;55
9002;1030000;4
9002;1030001;2832
9002;1030013;24
9002;1030014;154
9002;1030036;360
9002;1030037;2
9002;1030044;731
9002;1030045;1
9002;1030046;3
9002;1030047;15
9002;1030049;101
9002;1030087;505
9002;1030089;137
9002;1030090;308
9002;1030091;479
9002;1030092;270
9002;1030094;80
9002;1030105;164
9002;1030112;458
9002;1030113;338
9002;1030119;381
9002;1030139;73
9002;1030227;239
9002;1030229;1047
9002;1030230;466
9002;1030231;457
9002;1030232;54
9002;1030241;1266
9002;1030242;25
9002;1030244;57
9002;1030246;103
9002;1030251;2
9002;1030264;414
9002;1030303;20
9002;1030304;1049
9002;1030306;8
9002;1030308;6
9002;1030312;36
9002;1030313;105
9002;1030316;457
9002;1030317;214
9002;1030318;428
9002;1030320;495
9002;1030322;402
9002;1030323;24
9002;1030324;25
9002;1030326;416
9002;1030330;36
9002;1030331;459
9002;1030332;482
9002;1030333;36
9002;1030334;200
9002;1030335;185
9002;1030338;181
9002;1030344;466
9002;1030345;157
9002;1030349;48
9002;1030352;36
9002;1030353;456
9002;1030354;39
9002;1030355;36
9002;1030356;24
9002;1030360;226
9002;1030361;457
9002;1030362;44
9002;1030363;72
9002;1030364;60
9002;1030365;205
9002;1030366;48
9002;1030368;115
9002;1030378;1
9002;1030380;2
9002;1030381;6
9002;1030382;6
9002;1030386;294
9002;1030389;5
9002;1030390;192
9002;1030391;222
9002;1030393;3
9002;1030395;67
9002;1030397;27
9002;1030398;299
9002;1030399;503
9002;1030400;471
9002;1030402;250
9002;1030403;120
9002;1030405;2
9002;1030407;69
9002;1030408;107
9002;1030413;73
9002;1030416;4
9002;1030417;455
9002;1030449;255
9002;1030456;1242
9002;1030457;191
9002;1030464;2
9002;1030465;4
9002;1030471;4
9002;1030472;297
9002;1030496;140
9002;1030497;19
9002;1030538;188
9002;1030561;1460
9002;1030570;45
9002;1030571;7
9002;1030572;9
9002;1030625;18
9002;1030626;16
9002;1030628;39
9002;1030630;18
9002;1030633;138
9002;1030634;145
9002;1030638;5
9002;1030639;47
9002;1030640;6
9002;1030641;2140
9002;1030645;40
9002;1030672;201
9002;1030674;79
9002;1030675;70
9002;1030679;47
9002;1030710;255
9002;1030721;482
9002;1030722;288
9002;1030723;8
9002;1030726;90
9002;1030727;90
9002;1030728;921
9002;1030729;39
9002;1030731;411
9002;1030732;657
9002;1030733;274
9002;1030735;23
9002;1030736;24
9002;1030741;228
9002;1030754;86
9002;1030755;94
9002;1030786;148
9002;1030787;6
9002;1030795;729
9002;1030850;2
9002;1030857;1
9002;1030858;2
9002;1030859;1
9002;1030861;1
9002;1030864;1
9002;1030877;36
9002;1030880;35
9002;1030881;24
9002;1030882;97
9002;1030884;665
9002;1030885;3
9002;1030894;13
9002;1030897;7
9002;1030898;45
9002;1030899;1732
9002;1030900;31
9002;1030901;162
9002;1030904;101
9002;1030905;8
9002;1030906;786
9002;1030907;643
9002;1030909;466
9002;1030919;354
9002;1030922;2
9002;1030930;716
9002;1030933;47
9002;1030935;1
9002;1030938;3
9002;1030941;1
9002;1030946;1
9002;1030949;2
9002;1030951;3266
9002;1030952;173
9002;1030964;4
9002;1030966;14
9002;1030979;51
9002;1030982;87
9002;1030984;9
9002;1030988;7
9002;1030991;3
9002;1030992;186
9002;1030995;2
9002;1030996;32
9002;1031001;56
9002;1031005;5
9002;1031007;228
9002;1031010;567
9002;1031013;1514
9002;1031014;1121
9002;1031015;1125
9002;1031016;655
9002;1031020;35
9002;1031023;23
9002;1031025;589
9002;1031028;85
9002;1031031;20
9002;1031034;294
9002;1031035;111
9002;1031042;16
9002;1031043;31
9002;1031044;10
9002;1031046;124
9002;1031047;71
9002;1031048;90
9002;1031049;287
9002;1031050;4
9002;1031051;19
9002;1031052;608
9002;1031053;498
9002;1031066;118
9002;1031101;1
9002;1031115;7
9002;1031118;1
9002;1031155;432
9002;1031157;783
9002;1031158;32
9002;1031159;123
9002;1031161;19
9002;1031162;32
9002;1031165;61
9002;1031168;8
9002;1031169;169
9002;1031170;218
9002;1031171;152
9002;1031178;2
9002;1031191;23
9002;1031192;159
9002;1031194;283
9002;1031195;151
9002;1031199;27
9002;1031205;216
9002;1031206;562
9002;1031207;7
9002;1031208;2
9002;1031210;62
9002;1031217;22
9002;1031285;537
9002;1031291;68
9002;1031292;422
9002;1031295;271
9002;1031296;300
9002;1031297;198
9002;1031340;7983
9002;1031341;4841
9002;1031343;22
9002;1031344;216
9002;1031345;32
9002;1031346;168
9002;1031379;20
9002;1031384;536
9002;1031385;360
9002;1031407;65
9002;1031412;356
9002;1031413;14
9002;1031414;170
9002;1031415;17
9002;1031416;16
9002;1031417;15
9002;1031420;199
9002;1031421;293
9002;1031426;451
9002;1031427;283
9002;1031428;383
9002;1031429;442
9002;1031430;223
9002;1031431;824
9002;1031432;290
9002;1031433;391
9002;1031434;344
9002;1031511;782
9002;1031512;54
9002;1031518;181
9002;1031519;40
9002;1031526;10
9002;1031528;36
9002;1031544;195
9002;1031545;90
9002;1031546;182
9002;1031547;253
9002;1031562;331
9002;1031580;54
9002;1031583;458
9002;1031594;2
9002;1031597;61
9002;1031598;38
9002;1031599;266
9002;1031607;130
9002;1031608;12
9002;1031609;454
9002;1031610;131
9002;1031611;17
9002;1031612;65
9002;1031613;364
9002;1031617;166
9002;1031618;561
9002;1031619;119
9002;1031620;9
9002;1031621;29
9002;1031622;9
9002;1031623;17
9002;1031625;6
9002;1031630;17
9002;1031633;57
9002;1031643;41
9002;1031657;150
9002;1031663;200
9002;1031664;13
9002;1031668;25
9002;1031670;3
9002;1031671;1
9002;1031672;17
9002;1031673;4
9002;1031674;32
9002;1031675;80
9002;1031676;11
9002;1031677;65
9002;1031678;50
9002;1031683;7
9002;1031684;40
9002;1031686;4
9002;1031687;2
9002;1031689;156
9002;1031690;535
9002;1031724;15
9002;1031728;143
9002;1031729;93
9002;1031730;92
9002;1031731;205
9002;1031737;55
9002;1031743;110
9002;1031744;200
9002;1031748;43
9002;1031749;18
9002;1031750;16
9002;1031751;18
9002;1031752;28
9002;1031753;149
9002;1031755;238
9002;1031756;29
9002;1031760;3
9002;1031761;265
9002;1031762;16
9002;1031767;14
9002;1031768;98
9002;1031771;218
9002;1031772;27
9002;1031773;596
9002;1031776;134
9002;1031777;97
9002;1031778;99
9002;1031779;131
9002;1031781;32
9002;1031786;689
9002;1031788;766
9002;1031790;512
9002;1031804;1
9002;1031805;277
9002;1031808;22
9002;1031809;8
9002;1031811;15
9002;1031813;5
9002;1031818;144
9002;1031819;182
9002;1031820;14
9002;1031821;191
9002;1031822;456
9002;1031826;4
9002;1031829;621
9002;1031844;607
9002;1031857;38
9002;1031861;138
9002;1031862;180
9002;1031863;50
9002;1031864;60
9002;1031865;300
9002;1031868;36
9002;1031869;36
9002;1031871;180
9002;1031873;323
9002;1031875;476
9002;1031876;90
9002;1031891;36
9002;1031892;240
9002;1031893;144
9002;1031897;247
9002;1031898;3
9002;1031899;60
9002;1031901;261
9002;1031903;30
9002;1031904;447
9002;1031906;206
9002;1031913;180
9002;1031915;12
9002;1031918;81
9002;1031935;3
9002;1031937;3
9002;1031938;161
9002;1031939;15
9002;1031940;10
9002;1031941;676
9002;1031942;293
9002;1031943;87
9002;1031944;394
9002;1031959;2
9002;1031960;24
9002;1031962;19
9002;1031963;326
9002;1031964;127
9002;1031967;2512
9002;1031970;314
9002;1031971;100
9002;1031977;348
9002;1031978;150
9002;1031980;3414
9002;1031982;5
9002;1031983;17
9002;1031986;1768
9002;1031987;2313
9002;1031988;198
9002;1031991;1
9002;1031994;6
9002;1031995;6
9002;1031996;29
9002;1031997;161
9002;1031999;273
9002;1032000;382
9002;1032001;57
9002;1032002;183
9002;1032003;29
9002;1032004;113
9002;1032005;4
9002;1032006;152
9002;1032007;740
9002;1032018;2525
9002;1032019;2510
9002;1032020;2344
9002;1032021;1967
9002;1032022;3959
9002;1032023;3938
9002;1032024;3886
9002;1032034;486
9002;1032043;50
9002;1032044;80
9002;1032045;106
9002;1032055;51
9002;1032057;748
9002;1032059;174
9002;1032072;197
9002;1032074;131
9002;1032075;248
9002;1032077;5
9002;1032080;76
9002;1032082;45
9002;1032083;363
9002;1032084;37
9002;1032086;9
9002;1032098;132
9002;1032100;161
9002;1032102;22
9002;1032128;2
9002;1032131;4260
9002;1032132;4282
9002;1032133;4514
9002;1032134;512
9002;1032135;652
9002;1032137;552
9002;1032148;2957
9002;1032200;7
9002;1032225;17
9002;1032230;22
9002;1032231;81
9002;1032238;342
9002;1032239;2
9002;1032240;1
9002;1032256;17
9002;1032276;208
9002;1032277;67
9002;1032279;351
9002;1032284;300
9002;1032295;29
9002;1032297;32
9002;1032300;1
9002;1032301;5
9002;1032313;6
9002;1032314;2
9002;1032318;565
9002;1032319;279
9002;1032320;71
9002;1032325;6
9002;1032327;3
9002;1032351;5
9002;1032360;167
9002;1032405;315
9002;1032411;2
9002;1032412;224
9002;1032417;34
9002;1032418;56
9002;1032427;42
9002;1032429;1
9002;1032433;210
9002;1032436;445
9002;1032437;2453
9002;1032438;33
9002;1032440;32
9002;1032441;27
9002;1032442;7
9002;1032451;47
9002;1032455;2
9002;1032458;51
9002;1032459;242
9002;1032460;92
9002;1032463;115
9002;1032465;190
9002;1032466;307
9002;1032470;375
9002;1032471;60
9002;1032472;1293
9002;1032473;471
9002;1032474;30
9002;1032475;180
9002;1032477;185
9002;1032478;45
9002;1032479;28
9002;1032482;2
9002;1032486;98
9002;1032491;638
9002;1032492;14
9002;1032493;1245
9002;1032495;2095
9002;1032497;311
9002;1032514;447
9002;1032539;40
9002;1032558;2306
9002;1032560;3
9002;1032593;37
9002;1032598;125
9002;1032599;246
9002;1032600;79
9002;1032615;245
9002;1032616;99
9002;1032618;29
9002;1032640;186
9002;1032641;309
9002;1032642;271
9002;1032643;110
9002;1032644;237
9002;1032645;50
9002;1032646;239
9002;1032650;228
9002;1032652;223
9002;1032658;65
9002;1032659;21
9002;1032664;35
9002;1032665;12
9002;1032674;7
9002;1032677;57
9002;1032679;1366
9002;1032680;331
9002;1032682;228
9002;1032685;144
9002;1032687;893
9002;1032691;343
9002;1032697;399
9002;1032702;6
9002;1032708;864
9002;1032726;458
9002;1032803;2
9002;1032804;380
9002;1032805;323
9002;1032806;1069
9002;1032807;275
9002;1032811;119
9002;1032816;108
9002;1032828;171
9002;1032829;141
9002;1032832;4
9002;1032860;11
9002;1032861;13
9002;1032867;30
9002;1032896;144
9002;1032899;189
9002;1032900;1
9002;1032948;190
9002;1032949;20
9002;1032951;1228
9002;1032964;391
9002;1032965;129
9002;1032966;303
9002;1032967;486
9002;1032969;47
9002;1032971;23
9002;1032973;3
9002;1032991;10
9002;1032993;327
9002;1032996;533
9002;1032997;67
9002;1032999;5
9002;1033009;56
9002;1033010;96
9002;1033013;12
9002;1033020;29
9002;1033021;63
9002;1033028;74
9002;1033048;183
9002;1033079;3
9002;1033082;751
9002;1033083;383
9002;1033084;539
9002;1033085;48
9002;1033086;276
9002;1033087;5
9002;1033091;6
9002;1033092;48
9002;1033096;29
9002;1033098;43
9002;1033100;234
9002;1033101;238
9002;1033103;310
9002;1033104;97
9002;1033105;7853
9002;1033106;1254
9002;1033107;1108
9002;1033108;23
9002;1033110;124
9002;1033113;198
9002;1033116;18
9002;1033117;286
9002;1033118;302
9002;1033128;1002
9002;1033129;1237
9002;1033130;1138
9002;1033131;1313
9002;1033132;1334
9002;1033133;1349
9002;1033134;1345
9002;1033135;1314
9002;1033136;1129
9002;1033137;41
9002;1033138;1204
9002;1033139;62
9002;1033140;1092
9002;1033141;1183
9002;1033142;1326
9002;1033143;1282
9002;1033144;1325
9002;1033145;1317
9002;1033146;1258
9002;1033147;20
9002;1033149;473
9002;1033150;54
9002;1033168;180
9002;1033169;96
9002;1033174;72
9002;1033176;219
9002;1033177;481
9002;1033183;2
9002;1033190;252
9002;1033198;60
9002;1033199;135
9002;1033201;1
9002;1033202;20
9002;1033203;36
9002;1033204;1506
9002;1033205;120
9002;1033206;228
9002;1033208;13
9002;1033209;13
9002;1033213;5
9002;1033215;144
9002;1033217;90
9002;1033218;228
9002;1033224;180
9002;1033229;1
9002;1033232;960
9002;1033266;7
9002;1033275;231
9002;1033279;136
9002;1033282;16
9002;1033283;30
9002;1033308;107
9002;1033310;9
9002;1033311;29
9002;1033314;16
9002;1033315;9
9002;1033316;30
9002;1033317;1
9002;1033318;9
9002;1033322;64
9002;1033325;304
9002;1033326;125
9002;1033327;282
9002;1033328;450
9002;1033329;264
9002;1033330;131
9002;1033331;409
9002;1033344;13
9002;1033345;5
9002;1033346;5
9002;1033347;5
9002;1033410;169
9002;1033411;22
9002;1033416;701
9002;1033420;47
9002;1033421;31
9002;1033423;80
9002;1033425;273
9002;1033428;18
9002;1033429;478
9002;1033436;26
9002;1033437;26
9002;1033443;1
9002;1033445;589
9002;1033446;99
9002;1033448;162
9002;1033453;34
9002;1033457;80
9002;1033465;475
9002;1033468;11
9002;1033469;3
9002;1033470;1710
9002;1033471;102
9002;1033473;120
9002;1033474;246
9002;1033486;179
9002;1033490;699
9002;1033491;12
9002;1033494;285
9002;1033495;584
9002;1033497;1
9002;1033498;389
9002;1033500;391
9002;1033508;993
9002;1033509;2069
9002;1033510;315
9002;1033511;2
9002;1033523;567
9002;1033524;8
9002;1033525;555
9002;1033551;1
9002;1033613;2
9002;1033618;1
9002;1033620;1
9002;1033628;5
9002;1033629;5
9002;1033630;5
9002;1033631;5
9002;1033632;5
9002;1033633;5
9002;1033634;5
9002;1033635;5
9002;1033636;5
9002;1033637;13
9002;1033638;5
9002;1033668;284
9002;1033669;515
9002;1033670;1027
9002;1033816;1
9002;1033863;495
9002;1033866;56
9002;1033880;4
9002;1033882;48
9002;1033885;184
9002;1033889;71
9002;1033890;141
9002;1033891;93
9002;1033892;223
9002;1033893;140
9002;1033894;481
9002;1033900;386
9002;1033903;484
9002;1033904;262
9002;1033923;108
9002;1033933;577
9002;1033934;591
9002;1033935;583
9002;1033937;567
9002;1033942;16
9002;1033943;12
9002;1033948;564
9002;1033950;555
9002;1033955;33
9002;1033956;20
9002;1033962;30
9002;1033963;21
9002;1034001;3
9002;1034004;19
9002;1034005;144
9002;1034008;2576
9002;1034028;15
9002;1034029;633
9002;1034030;17
9002;1034032;16
9002;1034033;12
9002;1034035;408
9002;1034036;3
9002;1034037;28
9002;1034039;679
9002;1034040;654
9002;1034041;646
9002;1034042;528
9002;1034043;824
9002;1034058;38
9002;1034083;1103
9002;1034120;204
9002;1034121;204
9002;1034122;204
9002;1034123;204
9002;1034124;204
9002;1034125;204
9002;1034126;204
9002;1034127;204
9002;1034128;204
9002;1034129;204
9002;1034150;201
9002;1034152;201
9002;1034153;201
9002;1034154;201
9002;1034155;201
9002;1034156;201
9002;1034160;201
9002;1034165;201
9002;1034166;201
9002;1034167;201
9002;1034169;201
9002;1034170;201
